ï»¿post,post-href,text
Reading room mediation,http://www.spiritualforums.com/vb/showthread.php?t=97613,"Hey all 



On the 20th of Feb PST time at 3pm and on the 25th PST time at 6pm there will be a mediation session in the reading room for all those interested organised by Amare, Imzadi and HMyBohisattiva. 



Here are a bunch of mediation links that we found useful during our own mediations 



https://www.youtube.com/watch?v=KynbN4Om12E

https://www.youtube.com/watch?v=Nb3o...k&spfreload=10

https://www.youtube.com/watch?v=XqaJ2Ol5cC4

https://www.youtube.com/watch?v=gmar4gh5nIw



Feel free to post your own mediation links here as well n even use your own during the mediation session in the reading room. And please let us know of your interest in this. Should this be popular enough we will continue to organise group mediation sessions. 



Time Zones 



For those in Victoria Australia the mediation session will be on the 21st of Feb at 10am and the 26th of Feb at 1pm 



For those in England, Europe 



The first session will be on the 20th of Feb at 11pm and the 2nd session will be on the 25th of Feb at 2am."
Heavy hands during meditation,http://www.spiritualforums.com/vb/showthread.php?t=94987,"Hello!



When I meditated last night my hands suddenly became very heavy. The last time I experienced this unusual sensation was last year, so it doesn't occur often. What does it mean? Could it be energy visiting me or anything like this?



Thanks!"
So I was meditating and focusing on my Third Eye...,http://www.spiritualforums.com/vb/showthread.php?t=96040,"...and I had a vision. I just want to know what ya'll think of this.



The vision started with a bed with a white cover with a blue tint to it. The walls were a bluish-grey color and the carpet was grey. This guy (that I've constantly dreamed and had visions of before) was sitting on the bed in a meditative position. He was moving around like he was getting relaxed for his meditation. What do you think this could mean?



Back in November, I had asked the Universe (I'm big on manifestation) for something to save my life since I'm severely depressed and anxious. That night I had my first dream of him and we were in the Universe. Just us.



I've had a few visions of him other than the one of him meditating.



Usually when I dream of people, I meet them later on. It's happened with like five people now, so that's why I'm so sure about this guy.



I've been so happy ever since I've been having these visions of him. And I just feel he's already here. Like I can just walk up the street and hang out with him.



Also along with what that vision meant, what can I do to speed this up? I'm currently listening to subliminal message videos.



Thank you."
Can anyone tell me what this means?,http://www.spiritualforums.com/vb/showthread.php?t=14613,"I am fairly new to meditation, and most sessions have been somewhat light, or worse, ended with me falling asleep. However, the other day I was still aware of my surroundings, but had a very vivid vision.  Everything was black except for a white light in the distance.  I walked toward it, and felt like I was searching for something and asked what.  I heard 'when I find the answer, I will know the question'. I went into the white light and was floating / falling, but felt great - electric.  I fell further and embraced a female figure that was part of the white light.  The feeling was overwhelming and I opened my eyes.  This was so vivid and strong I can't stop thinking about it and wondering what it all meant.  Any help?"
What meditation do you do?,http://www.spiritualforums.com/vb/showthread.php?t=94782,"Hi all



This thread is for everyone that meditates and you don't have to be an expert to post your meditation. 



I love meditation so much and always ask everyone i meet what meditation they do. I'm curious so here goes.



What meditation do you do?"
World Peace And Healing Meditation,http://www.spiritualforums.com/vb/showthread.php?t=95875,"You are all invited to join in a Worldwide Peace And Healing Meditation to heal the problems of the world and to bring peace to humanity and the planet.



The meditation is held at 1.00 pm your own local time (wherever in the world you are), every week starting from Saturday 9th January 2016, lasting 25 minutes.



The meditation is to focus on specific problems in the world and to try to change mens hearts to bring a healing to them. We should concentrate on a problem that we are impressed to focus on and we should all send unconditional love to the perpetrators of the problem and the world leaders, trying to help the angels turn them away from their greed, lust, power seeking oppression and violence, and turn their hearts instead towards love, peace harmony and the nurture of God's creation, instead of the destruction. That is the only way forward.



The meditation, because of the time difference spreads over 24 hours of focussed Divine Love, Light and Healing Energies and the angels and spirit workers gather the energies that are sent out and focus them on the important areas. A focussed energy on specific areas and in this way we help the angels, with our love, to do their work. A bit like a searchlight in an evening sky.



It would be nice if you could help.



Blessings



grazier"
Using the sense of touch?,http://www.spiritualforums.com/vb/showthread.php?t=92688,"Hi,



I wondered it this was a useful twist on the theme?



I used a lump of tree bark, which I find very tactile. 



My point is the focus doesn't need to be visible or audible one?"
Dream like images.,http://www.spiritualforums.com/vb/showthread.php?t=13618,"I have practiced meditation before for a brief period, but I have recently started doing it more seriously. I usually only have time for about twenty minutes at a time. 

The last time I did though, I had a few strange images and I was wondering if any of these things sounded meaningful to anyone.

 

It was as if I was in a dream. I was laying down in a dark room and there were other, older people there. An old man, who was also laying down, was talking to me in a stern tone. As he layed back down from this, a neon blue outline of his entire body started leaving his body. It was like an aura but with more form. Then I looked to the left and saw a lady doing the same thing, except she was standing. Then my 'vision' went somewhere else and I saw hundreds of these neon colored outlines floating along a black, purple, and blue back ground that looked sort of foggy. Some of the outlines of these people were yellow and orange. 

 

After seeing this, I heard a quiet clicking sound in my left ear and opened my eyes immediately. So, I am really just wondering if my mind just wandered off or if this could have some meaning that I should look into. I was trying to stop thoughts, so it is hard for me to believe that I would have come up with something like that."
need help getting our daughter to start meditating,http://www.spiritualforums.com/vb/showthread.php?t=97165,"Hi all, we have been making some researches lately about choosing ballet or meditation for our daughter, i read some useful tips here yogapratice.com/kids-yoga/   but we need any first hand or personal experiences please."
Writing your fears,http://www.spiritualforums.com/vb/showthread.php?t=98620,"I have had a session with someone who is expert in self development, she told me if yoh want your aims to manifest you should be ready and be an enviroment that is ready to recieve what you have asked for. So she asked me to write my fears every time in order to pay attention and know why.



I was wondering! If I write my fears will it manifest? Or it will stop coming up? And when I write my fears should I delete what I've wrote or keep it? have anyone tried this before?"
Posture and fasting,http://www.spiritualforums.com/vb/showthread.php?t=98377,"My most important question on meditation is if I am meditating for enlightenment and insight, how important is posture.



would it be a barrier to finding enlightenment if I'm  praying a mantra or rosary, focusing on my breath, and keeping the mind still while laying in bed, compared to if I was sitting up in the lotus position , with hands clasped in prayer , (or palms up) with a straight back.



Obviously the latter would be better as it is more disciplined, but would you say  it makes a big difference or is crucial for experiencing the benefits of meditation.



My second most important question is how important and essential is fasting in order to achieve insight ,enlightenment, or to hear messages from distant voices and souls in heaven?"
Straight back+meditation?,http://www.spiritualforums.com/vb/showthread.php?t=93209,"Hi,



Sorry for all the med threads.



I was just reading another article (""the Aromatherapy Bible/ Gill Farrer-Halls).



She advocates a straight back for meditation.



I often see this, rather than suggestions of a relaxed posture.



Does a straight back have bearing on chakra alignments or function (for cleansing perhaps?).



I did feel better after only 6/7 minutes....











..........................................."
Tips for anxiety while meditating?,http://www.spiritualforums.com/vb/showthread.php?t=93758,"I really want to dive into the meditation world more so than I already have. I'm a newbie but i've realized what essentially really holds me back is anxiety of letting go too much during meditation. The minute I slip away from my world and feel myself getting into a deep meditative state, i freak out. 

The only place I can get to is just a deep relaxation and feeling slightly disconnected but never further.

I read so many stories of amazing meditations and really getting lost/experiencing out of body things, I just don't think I can ever let go enough to get there. 



How did you overcome this or is this a common problem? I really would like to get over it because I think meditation is amazing and just what I need right now."
HELP- No Progress,http://www.spiritualforums.com/vb/showthread.php?t=59121,"Lately I have had the hardest time trying to meditate. For the first few weeks I was making great progress while meditating. So much so I had a great experince( see thread: something happened while meditating). But since then I have had little to no progress. I would even say, I have not been able to meditate since then. Spending 15-30mins trying to reach a meditative state and leave frustrated cause it never happens.



What can I do? How do I get ""it"" back. please help!"
IS meditation dangerous?,http://www.spiritualforums.com/vb/showthread.php?t=96625,"Meditation IS dangerous. I learnt that the hard way   No excuses and no if's or but's or 'can be'.  Trust me from the guy that has been there and experienced it all.  Your talking to the meditation King. 



And NO, I am not fear mongering or a coward or being silly, I am being entirely sincere, you guy's  are just going to have trust me on that."
Global Tune In Invitation 09/04/2016,http://www.spiritualforums.com/vb/showthread.php?t=99573,"Hi Guys I posted a link in the links section at the bottom of the forum, check it out, there is also another thread there called Warriors One Warriors All. I'm really feeling this consciousness shift, experiencing it right now and it's been getting more intense everyday. Join me and all our other brothers and sisters out there in a global meditation, forgiveness, being grateful , thanking mother earth for sustaining our lives, sorry for hurting you , drilling you mining you burning cutting breaking killing poisoning you, please forgive us, we love you, forgive everyone for everything, loving each other , loving nature, loving the animals, we need to support each other through these earth changes and raise the vibration of the planet right now. We must do this, everyone who feels they are thirsting for connection, this meditation will do wonders for you. It will be intensified relax into it, love yourself, forgive yourself and be yourself. Keep up the positivity, invite the light of warm rays to wash over you, feel it while thinking it. Quieten your mind and tune in  this is huge energy, not to be ignored, those who feel this will, those who don't will, it's all happening, come what may, stay in your center, know and trust who you are. You are special, you are loved and you are irreplaceable. We're all connected let's strengthen our bonds this day and every day from this moment. I'll be tuning into some of that how about you hahaha? Bliss melting into everything.... 09/04/2016 PDT time tune in- 10/04/2016 EST



 https://www.youtube.com/watch?v=NPD-K1S9_UA & 

 

https://www.youtube.com/watch?v=F26mmTb_FjQ



Love Ocean xxxx"
Face?,http://www.spiritualforums.com/vb/showthread.php?t=98407,"I've been doing a lot of Law of attraction work, specifically on manifesting the perfect man for me/soulmate.  Often times during meditation, faces come in and out.  Sometimes just the eyes and sometimes a full face.  Never anything ugly or scary. Yesterday,  I saw in detail a man's face. Pretty handsome and he stayed for longer than any of the faces.  Any ideas on this??"
A thread on belief systems going into meditation.,http://www.spiritualforums.com/vb/showthread.php?t=99747,"...Ok, I think there is a pebble in the shoe here.

Let's get the pebble out and start walking on foam;

 soft, bunny rabbit foam

Why? Because life is easy...meditation is easy...awareness

 of Spirit is easy.



What is it that is a bother or a trouble spot in meditation...?

Yes...we can address the obvious...distracting, unpleasant thoughts.



However, it goes a bit deeper....it goes to ...(((drum roll)))...

Belief Systems.



I will start simply...you must have a belief system of worthiness and allowance...acceptance...



What does this mean...



It means you know that you deserve all that God or the Universe or

 the 'Whatever' has to offer you.

You must understand...that All That There Is is meant for you.

You can have anything that you want..and hopefully you

 want love...wisdom...knowledge...advancement in awareness...

and all that that offers.



Ta-da!  New concept for some...digest and comment.(What? Life can be easy...yes.)



Life is not meant to be a struggle ...and neither is meditation.

Bumper sticker moment."
Is Spirit Trying To Kill Me???,http://www.spiritualforums.com/vb/showthread.php?t=14800,"Hi Everyone,



After meditation and i go to sleep, I am so tired that I think I stop breathing, my heart is still beating and I can feel a lot energy flowing through my body especially at the top of my head, it feels like it going to split in half. Any thoughts?"
Sri Vasudeva on Meditation,http://www.spiritualforums.com/vb/showthread.php?t=79717,"I love this definition of meditation and wanted to share it with you:




	Quote:
	
	
		
			
				""Meditation is not sitting down and closing your eyes and sitting to concentrate.  Meditation is the art of observing your world from another space, from the space of all possibilities.  As I speak here I am in meditation:   I'm keeping a consciousness that listens to my voice, that listens to my thoughts, that is aware of what I am saying, aware of the silence inside of me, aware of the peace inside of me, aware of the love for what I am doing and aware of all the possibilities inside.  That is meditative awareness.  



Even as I sit quietly, I begin to observe my thoughts, begin to choose my thoughts - whether it's prayer, whether it's repeating a sacred word, whether it's sending love to my body, whether it's saying a prayer for another person.  Meditation is the art of centering in a space of peace and love and goodness, and focusing on that which is important to you.  



Meditation can happen by sitting with closed eyes, it can happen while speaking, it can happen while eating, it can happen while walking, it can happen while jogging, it can happen while I'm doing my fitness...  In all those times of being one with my activity, being into my activity I'm giving it my full attention and exploring every possibility of relating and bringing out my energy in the best possible wayâ€_I am in meditation.""



Sri Vasudeva interviewed in Romania in April, 2014
			
		
	
	

https://www.youtube.com/watch?v=u2HNtl_TGLg  


These simple yet profound words to me encompass everything I know about meditation.  Either I am plugged in to the universal source of energy and wisdom, or I am operating on my limited battery."
Epic thought experiment.space and time mind ****,http://www.spiritualforums.com/vb/showthread.php?t=97715,"posted this in another section cause im not sure where it belongs o.0





sup guys, so i was playing around with visuals in my head and thought of this crazy scenario, keep in mind, i kept the law that says nothing can move faster then light in mind while i visualized this.

so try this for yourselfs and let us know what you think happens and how it happens.



imagine you are floating in space and that you are so huge that the sun and earth are the size of marbles to you,place your hand above the sun and swing your hand towards the earth,how long did it take for your hand to travel from the sun to the earth?like a split second right?in other words it does not take very long at all.from your perspective that is...

now remember that no solid matter can travel faster then light and that it takes about 3 hours for the light emitted from the sun to reeach earth (thats probly not correct,but it does not matter, just roll with it lol)

so now imagine there is a observer floating in space ,he/she is the size of a normal human,and this person is watching everything happen.



now,how long would it take for the large you's hand to reach the earth from the smaller observer's perspective?



i belive that from the small persons perspective your hand would apear to be moving slowly,i say this because if your hand (from the normal sized human's perspective) reached earth in a split second,then it would have to travel faster then light to get there,since light takes about 3 hours to reach earth.



and i belive that from the large you's perspective your hand only took about a split second to reach earth.



you all see the where the mind fk is at right?lol.

the large you's hand takes a split second to reach earth,but in the perspective of a smaller person,it takes alot longer,so within that time frame of your hand traveling from the sun to the earth, the larger you only exsperinced a split second of time passing while the smaller person exsperinced hours of time passing.



its like space and time changes itself based on the perspective of each person,in order to keep the speed of light a constant speed.



im intersted in what you all came up with,drop ya comments below :)"
Heart Meditation; Pressure,http://www.spiritualforums.com/vb/showthread.php?t=98759,"I was practicing what I call active meditation. When your doing an activity without thinking about anything but fully enjoying every action and sensation your experiencing. In this case I was listening to some really relaxing music that always spoke to me. After I finished and took out my earbuds, (and just started traditional meditation), I felt some strong warm electric pulse throughout my entire body. It faded as soon as it came but now I am left with a very strong but very pleasant pressure soley in the back of my forehead. Is this good or bad? 



I have read elsewheres that it is indicative of 'incorrect meditation' where I meditated with my mind instead of my heart. Which brings up another question, how does one meditate with his heart?"
Me & meditation (or the lack thereof),http://www.spiritualforums.com/vb/showthread.php?t=100138,"my first spiritual experience was a burning sensation in my throat.   I learned to breath through it though.  It kind of burns off if you do that.



before that I was mostly lost in 'ordinary' reality.



after that I was walking on some boardwalk near the ocean and my consciousness soared to great heights; at the same time I was picked up and thrown down to the ground.   For those who don't believe in anything other than what society says is true, let us just say I had an epileptic seizure.   I was too naive not to see the promise in it though 



While moping around trying to learn how to tame that I've gone through a great many other experiences.



At this point I've learned to sort of interact with my body and see various patterns.   But that comes at a cost: I have to be willing to let my state of consciousness be altered in various ways and there is always the question, is this really going to work?   Or is what I'm told about how bad the experiences 

I'm having actually are as correct as people would have me believe?   I always am having this choice,  believe what I'm told or go with my gut.   Never shall the two meet.  Sigh.



Along those veins, the way people go about trying to do things doesn't work for me.   For example,  I'm better with watering flowers than building things.   And instead of constant progress there seems to be some cycle that lasts at least several weeks.   During part of the cycle meditations go really well and

during other parts of the cycle things are kind of dull and boring.   so over those short periods it seems like one step forward one step back, but I do seem to have been getting somewhere over a much longer time.



I kinda assume biorhythms might  explain something like that, in case you've heard of that.   Again I've been very careful about not trying to find anything out about this cycle so I wouldn't try to sync with it...   but I suppose everyone else would be measuring it to death.



Some of the experiences I've had along the way:  I can get a buzz in my skin kinda related to what happens when you pinch muscles and your arm or leg goes to sleep.  In some way it isn't as intense as that as I've gotten kind of used to it.   The new sensation that came is a similar result to burning off the burning sensation in my throat.  



But again, the drs have something to say about what kind of disease this is,  I don't remember what they called it though.



Who knows, maybe the drs are right and I'm hallucinating.   Certainly I've had way too many synchronicities and my response to that hasn't always been so rational.   But at the same time I can't see how you wouldn't be hallucinating if you did some of the things the masters did in relation to the physical world.   Because I've been yelled at so many times about how it is crazy to do the same thing and expect different results - so based on that obviously I can't do the same thing everyone else is doing unless I want to get the same results everyone else is getting.   And the only way not to be called delusional is to toe the line.  (or do the other thing which is hide everything you are so that noone notices).



Once after fasting I did some breathing exercises and felt that in my whole body.   I was told it was bad to fast and I shouldn't be stressing my body that way though.



I've felt incredible lightness in my arms and legs.   I think I was told that is a disease too.



I've also felt another kind of sensation in the skin, kind of a fast back and forth motion.   Kinda like little rectangles moving back and forth.  Very patterned.   The first time I felt it I happened to be freezing myself.   I'm a very very bad person you see as we all know cold is bad for you.



I've had some success moving 'chi' around.



I can kind of breath through my skin if I work at it.



I've felt waves of energy in my body, kinda like waves in a wave guide.



I get the usual knot in my solar plexus.  Sometimes just above the belly button something happens inside me, a kind of lightness.   It is a nice feeling but I don't know how to describe it.   Airy.   But I'm told it can't happen so I guess I'm supposed to believe it didn't?



the dan tien is nice.  I've just started on that.



I've put a lot of work into stemming the desire to move forward and as a result I have strong interactions with my back.   Some of my best meditations currently come because I concentrate on the back, behind the

solar plexus.   



But of course people around here have explicitly said I shouldn't be using the word 'meditation' because in meditation you just allow things to happen to you, whereas I insist on interacting with my life.   Once again I am a very bad person.



I'm getting kind of used to this, you are just going to tell me everything I'm deciding to do is wrong and/or bad for me and I'm not allowed to use certain words because it is forbidden to use them in any other than the perfect context they were designed for and I'm a very bad person for not towing the line like everyone else does and on and on and on sigh.   But all things told it is no wonder my main mantra seems to be 'noone likes me'.   I just find myself saying it a lot to myself...



my vision has changed in various ways.   Sometimes I've been looking down at a cracked old sidewalk and meditating, and the sidewalk has become a beautiful glowing latticework.   More beautiful than any art I've seen, and at the time I wasn't paying other people my hard-earned money to be able to go to a museum to see it, it was just a part of my life.   So much for the theory that the homeless and poor can't have beautiful things just because the rich deny them decent wages!



And there has been other stuff I've seen but I don't concentrate on vision.   I can sorta 'see' with my eyes closed but it is very murky, I don't do it very well.



I couldn't get rid of paranoia and anxiety...   but it turns out learning to deal with them is a good lesson.   Anxiety causes a kind of vibration in my skin...   so it isn't too hard to make the leap from other things I've said about society's thoughts about what I go through to the idea that this might 

actually be something of interest.  The hardest part is dealing with the fact that when I have anxiety I can't get over thinking how mean people are going to be to me while I feel this way.   But again... if I keep going with the thought that society and I are on opposite sides of the table this at least seems like a reasonable response to something that might actually be interesting 



And so forth.



And there have been a lot of other more mundane feelings that come as I'm trying to reorganize my  existance.   Some good, some not so good."
How Do I Know?,http://www.spiritualforums.com/vb/showthread.php?t=99073,"How do I know if I am meditating the correct way?



I normally put on a white noise, I like to use this one a lot:



cannot post link, you need 15 posts.



I start to focus on my breathing, I take a deep breath in through my nose, then out my mouth, I do sometimes find it hard to take a deep breath, as I don't get much exercise as I should. - After a few times of doing that, I breath normally, then I focus on the darkness I see in my eyes. ( I have my eyes shut. ) And I just focus on what I can see, nothing. - After a while, the vision in my shut eyes start to become light, then dark, then light, then dark, like a very slow strobe light, anyone else have this?



When I stop and open my eyes, I feel very very refreshed, it's nice to stop sometimes, as my mind is hyperactive a lot.



Am I doing it right?"
Open Meditation.,http://www.spiritualforums.com/vb/showthread.php?t=100620,"I haven't yet been able to make conversation on meditation, and I'm thinking I'm going about it wrong... but I come across an obstacle where what I talk about isn't what people usually to talk about.  I talk about things differently, but I know what I'm saying, and for the sake of quality discussions, I persist in making new threads.  



I try to deal with reality as it is in life, and steer away from the usual formats of problems and advise, and spiritual experiences, because I believe more in talking things through than having answers.



I want it to be a discussion that leads its own way, and instead of being informed about it, it is realised from the inside - like a 'lightbulb moment'.



My more serious meditation practice involved silence, I mean not talking, and with simple instruction in basic mindfulness, and no jibber jabber, everything arises within myself, so that's how I want the thread to go.



I discourage meditation instruction for these reasons:  too many different kinds of advice are given, and because this an open forum we can't ensure any quality of advice, and therefore, advice tends to be unsound.  We might be able to talk about technique in a more constructive way by talking about deeper implications of the meditation rather than specific techniques or particular kinds of experience.  It's more a topic on meditation and its spiritual implications, rather than how it is done.



I thought I'd start this one by speaking of truthfulness, because it is core to meditation.  The traditions mostly have moral precepts of various sorts, but all of these, and all religious commandments, have truthfulness in common, so that's a good place to begin. This truthfulness is about not lying and being sincere, and mostly, it is a way of discovering the truth about yourself. 



The meditation is self discovery and the purification of mind and body through becoming more deeply aware.  Purification means resolving what people call emotional blocks, or Tolle refers to pain body (people say different things about this), by way of looking deeply into the truth about yourself.  When you look in like this, it is as though the light of conscious awareness shines in and reveals what is there, and as the - I'll just call them obstacles - are dissolved in this way, a more fluid and vital energy flows into that space.  After a time, a significant portion of these obstacles are removed, or dissolved, or fall away (it depends on how each person experiences it and describes it) and one begins to feel a sense of pure love rising up within them.  As J. Krishnamurti put it, ""The flowering of love is meditation"".



Thanks for your attention. I hope to hear form you soon."
Vipassana Meditation,http://www.spiritualforums.com/vb/showthread.php?t=97846,"Hello everyone,



I am asking myself who else has tried the vipassana meditation and in particular the 10 days retreat with 9 days of noble silence observed ?



how did you find it ?



myself have to say I did it in july 2014 south of paris france, even though generally i enjoyed my stay and think it is great to experience the noble silence 

i still felt towards the end of it almost like a sitting meditation slave to stick to the rigid schedule of the retreat 



thought to myself there surely must be much more ways to enter meditation 

other than the traditional and usual sitting mediation style 



appreciate any thoughts on it"
Underwater,http://www.spiritualforums.com/vb/showthread.php?t=98429,"I was meditating yesterday and all of a sudden I was swimming really quickly under the water and I could see the outlines of my arms, not really sure what it means."
Seeing faces while meditating,http://www.spiritualforums.com/vb/showthread.php?t=97213,I've read about experiences about seeing random faces while meditating. I've experienced this too but few times i've seen a persons face that I do recognize and he has not passed away. Have any of you experienced this and does this person have a specific meaning to appear in my meditation?
hands on fire,http://www.spiritualforums.com/vb/showthread.php?t=93806,"hello.....

due to one member of this forum  i ve been informed about a special meditation technique......as I have had not really experience in meditation ...I really liked this, as it is written down of how to do this  



but yesterday evening I was sitting down for my meditation....lovely candles around me.....after a afew minutes i have had a weird sensation in my hand. They were starting to get really really really hot.  



Any ideas to this?? What does it mean? Is it a good sign?"
Embarassing to ask...,http://www.spiritualforums.com/vb/showthread.php?t=59533,"I don't know what is happening in my life lately, but i'm experiencing some new things.



This one is embarassing to ask, but I'll do it anyway.



As you might know, I asked for the name of my guardian angel and I received a named. 1st experience like this for me. Still waiting for a proof... 



Today, during my lunch break at the office, i decided to do a meditation (20-25 minutes). I sat very comfortably on the couch and got into it very fast. I don't remember being so relaxed during a meditation.



After about 15 minutes I started to get very aroused 

I almost had an orgasm, right there! I can't beleive i'm talking about this. 



A lot of new experience for me!



Is it something that someone ever experienced or I have to get hospitalized right away?"
Global Meditation & Livestream,http://www.spiritualforums.com/vb/showthread.php?t=94004,"Sunday 29th November 2015 - 8:30am Mexico City, 14:30GMT



http://lovepeacelighttoall.com/



http://www.timeanddate.com/worldcloc...155&ah=2&am=45"
strange sensation in relaxation,http://www.spiritualforums.com/vb/showthread.php?t=100003,"yesterday was my first time starting meditation after some readings. I read about the relaxing meditation (focusing on different body parts and relaxing them) while closing my eyes, sitting up with erect spine. After like ten minutes or less, it got really deep that I felt much sort of 'energy' or something in upper  part of my body (chest) moving upward, with a weird thought of ""I'm an astronaut"" (damn I feel stupid) and should ascend.. It was like a dream that lasted for few seconds.. and I ended my meditation session prematurely. 

Similar things occurred before when I'm on bed trying to sleep. 



Well, this thing if it happened again will mess up my meditation sessions, how can I continue like this?"
Can enlightened people get angry?,http://www.spiritualforums.com/vb/showthread.php?t=94199,"I was watching bbc news, and a man on there was interviewing a buddhist monk who had meditated for years.  The newsman said that it was very hard for this enlightened buddhist monk to get angry?  I noticed he used the word hard and not impossible.  So my question is, is it possible for enlightened people to get angry at all?"
Broken meditation,http://www.spiritualforums.com/vb/showthread.php?t=99288,Is having your meditation broken/disrupted dangerous? Especially a meditation with spirit or chakra activation??
"""I AM""",http://www.spiritualforums.com/vb/showthread.php?t=93455,"Ok. So I just experienced something really amazing tonight as I was lying down and meditating while listening to binaural beats that activate my Third eye. I felt myself sort ""growing"", or expanding, and my sense of self, who I am, or who I think I am, getting smaller and smaller and smaller. I felt as if me, right now and everything I know is only a very, very, very, VERY small fraction of what I am. I literally felt myself shrinking and and expanding at the same time. I felt like I was going far away from myself. My mind was even getting REALLY quiet like I was extremely far away from myself and I barely heard myself thinking. I FELT REALLY HUGE, literally. My body and mind on the inside was sooooooooooo huge that it was sort of scaring me. I told myself, or felt myself, say ""don't be scared."" I wanted to open my eyes but I couldn't, nor didn't want to because it felt amazing. All there was was just ""I."" Nothing else but ""I"", the Self. Nothing existed but me. I felt like I was everything. This is the first time I've felt that and it was SUPER AMAZING. I can't explain how I felt but all I can say is that I felt like I was getting farther away from myself, growing, expanding into something really huge and that ""Bryton"" was only a small spectacle of what I am. If you read this far, thank you very much for reading because this was the first time I've ever felt like that, EVER. 



Has anyone felt this too? If so, please share, I'd love to hear your experience."
Meditative techniques for Depersonalization,http://www.spiritualforums.com/vb/showthread.php?t=99098,"Hello all, I was looking to see if anyone could recommend some meditative techniques to help me feel more ""connected"" with my body and my surroundings.

I have been suffering from Depersonalization recently as a result of long term stress, anxiety, and depression. 

It is an odd symptom, one that I've never experienced before these past few months. Depersonalization for those who don't know, is a sensation of feeling out of your body, in a dream like state almost. 

It is very difficult for me to deal with at times and from what i've experienced I know that meditation does help.

But if anyone could recommend any type of technique, that'll make me feel connected again, that would make me incredibly happy!"
"Frustrated with poor quality guided sleep meditations, we had this made to share",http://www.spiritualforums.com/vb/showthread.php?t=97486,"I've been practicing guided meditation and relaxation on and off for 20 years and have tried a series of tapes, CD's, and more recently, digital versions such as Youtube recordings.



To be honest I use meditation for more of a practical relaxation exercise than a spiritual experience, but believe in its value nonetheless. As such I like to have resources with me when I travel, and I've found Youtube to give me that convenience factor. The problem is the quality of content.



Several recordings I've tried either have some robot ""text-to-speech"" voice-over or the music levels are so blaring the sound distorts when I play though my phone.





As a result my wife and I wrote our own script and had it professionally recorded by a voice-over artist. We then had it professionally mixed and mastered with the backing music to make it suitable for playback on phones and lower quality headphones.



Here's the result: https://youtu.be/aG4UvWrjP9Y





Initially we created this to meet our needs, but figured we might as well share with some like-minded people out there who suffer from stress, busy schedules, anxiety or insomnia to some extent.



There's no commercial value here, I just want to share. I hope you find it useful."
In meditation there is,http://www.spiritualforums.com/vb/showthread.php?t=99622,"In my case, I don't talk about meditation with an expectation that things will be other than they are. I only talk about the lived experienced as it is right now. I do expect people to be aware of their own, because this conversation has a purpose. I don't have anything in particular to say, though. I'm just here to talk things through."
Step in the right direction? (Meditation),http://www.spiritualforums.com/vb/showthread.php?t=99473,"Hello, 

I started doing meditation about a few months ago. I am still terribly new to it and when I used to do it, In all honestly It felt like I was just closing my eyes and trying to hard.  Like I was trying to force it to happen. Today - I stumbled across something called Mindfulness Meditation and it was just a video to practice breathing. The person in the video said it is a Buddhism practice and they basically told you to pull your awareness and focus on the air you feel inhaling and exhaling from the tip of your nose and hitting the top of your lip. 



Anyway, To make a long story short I tried it today, I started to see patterns that didn't take on any shapes or definite forms, but they were moving and swirling all around slowly.  Some of them were light silhouettes ( cant explain they were pure light. think of a shadow on a wall, but instead of a dark shadow, it is a white shadow..lol) but then there was also dark silhouettes that wasn't light and i couldn't see through them. Seeing these is it a step in the right direction? 



I've seen people talk about seeing colors, and their guides, places, and other things. will these patterns and what not eventually take a form the more I do it/deeper I learn to go into meditation?"
My energy my skin is smothering me can you help?,http://www.spiritualforums.com/vb/showthread.php?t=97719,I've been having it for awhile now but i had it in the past too im 24 years old now. There are certain points in my stomach and belly and my head where i feel very irritated. It makes me angry and i get neurotic. Ive had a nervous breackdown a few months ago my teeth was aching and i got irritated from it. I tried to calm down but couldnt and my left side of my whole body from head to toe started trembling. I got angry then frustrated explosions of energy appeard then angry again and so on. So i guess i have some problems with my nervous system but going to the hospital the doctor asked me some question if i hear voices inside my head. Well i do have some bad thoughts that keep coming up and i dont like them. I am not sure what to share with you here so you can help me so bear with me for a few minutes. This skin or energy thing i feel is one thing that i can have. Its a sensation that doesnt feel whole like there is supposed to be another sensation linked to it. I tried to search for it but its not easy to calm. As im talking about it now it starts happening again... Not again   ..its just a click and it breaks apart. My foot is starting to feel irritated. Also my head is tricky. Its like a screw in my head that is loose. lol and my energy of my right upper body gets sucked away from me usually towards other people and i get angry again but i do not show it. Its always there and the more i think about it it happens again. Today i astral projected staying in my body there were voices playing a game or something . i sometimes get these electrical waves crushing towards me inside me but i feel like i have this strong wall now. I didnt do anything but lie down with eyes open and these waves came through my right head into my ear. I am pretty used to it by now but its quite strong energy like someone is watering a flower the hard way you know putting pressure on the water. From this i could clearly observe this thick wall inside my head and on my ear. The voices counted to ten but i didnt do anything and they got bored. I saw a weird symbol on a portrait i drawed lol i dont even know if that matters anymore im sorry to confuse you. Im really tired of writing all this and feel like leaving it alone but these things doesnt leave me alone and i want that to be over with somehow. I mean with every move i make i always feel energy moving and its messed up! I try to play guitar and its messed up. Only crying makes me feel good but even that is not in my control. I lose to much energy and i cant do the things i love the most. Okay i got a little sentimental maybe its too bad to be true. Its just preventing me from functioning as i want to. My focus is distracted by these shifts of energy in my body
