ï»¿post,post-href,text
Dont know why I have to be the problem,https://www.suicideforum.com/community/threads/dont-know-why-i-have-to-be-the-problem.121973/,"I dont know why my roommate and neighbor have been angry and snapping at me lately. I had a fight with my roomate because she snapped at me for asking her a question as to wether or not she wanted to keep a bottle that was full of liquid or if I could return it. Telling me when does she ever not drink her drinks? I said I dont know, when your sick or not feeling well like you have lately? Then complaining I dont talk loud enough. I am getting so sick of being treated this way and so I foght back this time and told her maybe she needed her ears checked. (Yea I did escalate it but Im so sick of just being told Im annoying or a burden and want to just stick up for myself for once) I ask her today why she is mad at me and she just tells me she needs space. And really I think she is just seriously sleep deprived. She keeps being out all day avoiding being home. And complains all the time about Henry being in the way, or me annoying her, or so and so pissing her off. 



My neighbor asked if I wanted to return cans with her and go can hunting. But I only read the return part. So I came out from that fight with my roomie to meet up with her and needed to get my service dog in training out (he had been couped up for 2 days) so I told her I would bring him. But I didnt realize she wanted to go hunting also and didnt think I had the energy to do so. She noticed I was off and asked what was wrong so I just told her I thought (and I did) she meant just returning them, not looking for more. (And avoided talking about the fight because I didnt think she needed to know nor did I care to talk about it) She told me ok, I could go and get Henry out and she would go herself with the cans. Well I messaged her later in the evening to ask how the canning went. She told me she didnt want to talk. Texted her today and asked how she was. No response. Asked her if she was mad at me or something and just not returning messages or what. Apparently she is. But I still dont know what I did wrong. She told me I was condesensing and didnt even bother to knowor ask her how she was going to do things on her own.. Well.. She told me she would be fine on her own and I told her where to go so I assumed she would be fine.  I dont know how I was condesending. And she told me she felt like I wasnt treating her like a friend like she was inconviniencing me. (Which to be honest she kind of was because I had planned to do something else and had gone back home to go do canning with her) Yet she well understands I have my own disabilities (physical) and limits. And I am sure I told her I wasnt sure I could physically walk around all day. (She is in a wheelchair) So I apologyzed but still dont understand what I did wrong. And it is eating at me. 



Why am I always the one at fault? Why am I the one ""bothering"" everyone else? Why is it never anyone elses fault? Am I really that annoying and such a burden? Just because I need to take care of my own needs too? Just because I am capable of sticking up for what I want now? And getting sick of being put down? Or am I in the wrong? And if I am, what exactly did I do wrong?"
A battle within me,https://www.suicideforum.com/community/threads/a-battle-within-me.121210/,"There are things that needs to be done... yet I don't want to do it. 



I know that I will hate myself after this. And I will get depressed again. 



I don't want to be depressed. On the other hand,  I don't want to do things as well.

Ugh!!!!!!!!!!!! I want to hit my head on the table!! I don't know what's wrong with me T____T



It is like an endless battle within me.



If only I can disappear"
If I die...,https://www.suicideforum.com/community/threads/if-i-die.121919/,"What will happen if I took 'it' away, it won't matter to anyone. As long as I feel okay it's amazing for me to relax forever i think suppose.

I just hate the life i have and I wish i could take it away without failing

Imagine after <Mod Edit:Methods>you feel everything is going to be okay now, you just open your eyes to that painful light in a hospital people treating you like a maniac like some psychopathic serial killer. It feels like even in your own death you manage to fail, what a failure you are even taking away you own fucking life.

<mod edit - timeline>"
In deep distress,https://www.suicideforum.com/community/threads/in-deep-distress.122624/,"My past and present are catching up with me even in my nightmares. Having no one to ever go anywhere with down to the rapists family pestering and trying to draw me out to being extremely promsicuous when younger. I wish I could start all over. Obviously since that can't happen I just have to deal with it. I have severe PTSD and cannot cope right now even though DBT is helping me some bit. I feel everyone hates me although they are just thoughts I know. I feel like a failure, mostly because I am one. My family are embarrassed of me and they have even said it so that is factual.I endured severe bullying in school too and even on the school bus, it's all coming back to me  I want to find a comfy rock and hide under it"
fudge,https://www.suicideforum.com/community/threads/fudge.122557/,I'm just about done with everything. I say no and people won't respect it. I'm a fucken puppet.
Banging my head against the wall . . .,https://www.suicideforum.com/community/threads/banging-my-head-against-the-wall.122409/,"I just want to scream. For the life of me, I don't know why people think it is okay to bully me. I ""do"" speak up! I ""do"" say stop. So why does this behavior continue to happen towards me? 



I work in academia. For the past 4 years, which equates to all of my years at this academic position, I have been bullied by the known department bullies. One was assigned to be my mentor, the other actively recruited me for this position.  I finally gained the strength and self-confidence to interview for academic jobs elsewhere. On Friday, I was given a tentative offer which would become final once the reference and background checks were completed. I told my references to expect a call. One of my references said that she would hate to lose me but understands why I need to leave. Hello, I'm suicidal, depressed, and physically ill due to workplace bullying. Well this person who said that she would be my reference and wrote an excellent reference, tells me that when she spoke with the other university, she gave me a bad reference. In fact, she tells me that she went into the department's dirty laundry. What a POS!!!! The dysfunction of my current department has nothing to do with my potentially new job. If I'm not telling them, why on earth would she? Bitch.



Needless to say, I have been devastated since I spoke with my POS reference this morning. Why on earth would she feel it is okay to do this? The reality is that I will be leaving the department after this school year, even if I do not have a job, and even if I have to leave in a body bag.



I provided this POS reference with the reasons why I'm choosing this new opportunity. These were all true and all positive. She had no reason to add her unwarranted 2 cents.



I hate her. What a POS. People in the department do not like her and I have been sticking up for her. NO MORE!"
Intense Loneliness,https://www.suicideforum.com/community/threads/intense-loneliness.122037/,"Ever since birth, I remember being friendless, I had people I could speak to, that I classified as ""friends"", but never anyone my age that I could actually trust.



I'll admit, I don't help myself much, I barely ever go out, I avoid speaking to alot of people, and when I do, I seem to naturally put them in the most awkward positions ever.



That's why I developed voices, why I began to speak to inanimate objects. I just feel, so completely devoid of companionship, and whenever I try to gain it, I always end up with just another ""friend"".



I'll admit it, I'm a manipulative bastard. I test people that I know, and after testing every single one of the people that I had any social connection to... every single one of them did the exact same thing.



I told them fabricated stories, then told them that I can't have anyone else knowing, they were all coherent, just in case two people came in contact.



So I made 40 fake facebook accounts, and I spoke to every single one trying to get this ""information"" out of them.



Every single one blabbed, some to more than one person. They didn't question it. They just told me what I had said, threw in some extra stuff, and then I had a very in-depth conversation with each one about how ""****ing weird"" Matthew is.



Pffft. I don't need friends though. I have...errrr...my shovel...and...you guys...one the other side of the world...that I barely know...



Yeah, my life is kind of disappointing."
crumbumdumdum,https://www.suicideforum.com/community/threads/crumbumdumdum.122577/,"There's a dream of hell I recall anecdotally where millions of bodies covered in mud thick with excrement were grasping over each other slippery and screaming towards phantom shades of light and hope always just out of reach.



Alone in this prison there is a door that never opens.



Alone in this prison I peer, I hear, I imagine things beyonds these walls.



My life has been grasping for courage for hope for fortune.  I would be very grateful for the dimmest shade of light...



I have to deduce that I'm just not a good person.  I'm not enough.  I'm not special in any way, to any one, there's little chance I ever will be.



I'm self deprecating.  I've withered into nothing.  I haven't tried in years.  It's a defense against what has come before.  What repeats.  New faces, new places, new romance.. always ends the same.  Why would it be any different if I tried again?  How DO you try again after hiding for so many years alone.. withering.. afraid.. bitter.. empty inside.. steeling that emptiness with a tight shell of self hatred.. how do I decide to live again?  I've been dead for so long.. but another venture in betrayal would rot the corpse i've become.  I couldn't endure it.. and I can't endure this.. solitude.. loneliness.. self exile any better.



What is this place for?  To vent?  To articulate hopelessness and superfluity?  To attempt to mold form to the erratic and crushing and mad-flailing pings and chokes and hiccups of emotional failings?



Since I have no one.  Speak to no one.  Am loved by no one.  Am valued by no one.  Maybe I should attempt the pointless experiment of at least speaking out loud.



Crumbum has ___ days to live."
I just can't take it anymore,https://www.suicideforum.com/community/threads/i-just-cant-take-it-anymore.122531/,"I apologize in advance if this is the wrong section for this.



I'm worthless, I've accomplished nothing in my life and I haven't been happy in at least 10 years. 



There is no safe place, I can't go to any of my friends and burden them with this. I've always been the strong one, I'm tired of being strong. I want to let go.



Different ways have been going through my head all day, some have even been displaced in favor of a more efficient approach. I don't think I'd even leave a note, no one would notice or care anyway.



It's a struggle to do anything and I don't even see the point, I'm broken and alone.



Again sorry if this is the wrong forum I just needed to get that out."
Nicotine and Caffeine,https://www.suicideforum.com/community/threads/nicotine-and-caffeine.122382/,"Today is April 18, 2016. Today marks one year I proved I was strong enough to leave an abusive relationship. This day may not be special to anyone else, but today I am so proud of myself. After three years of being mentally and physically beat down, I have officially been free of it all for an entire year today. I am a survivor. I may not have anyone in my life right now that knows everything that happened, but dear god, I have me. I know what I did. I know what I have overcome. 



Yesterday I think I lost my best friend. I could tell her anything and everything going on and so much of me wants to scream to her that I am still here today after all of this and revel in my accomplishment. But I met her on here, so I should be okay with the suicide threats and pictures of self injury I received, but it just made me so sad. I haven't been in the right frame of mind to be able to help her. So I decided that I would rather her be mad at me than for her to not be here at all. I messaged her mother on Facebook to help her because I knew I couldn't. When I saw her picture it triggered me so much all I wanted to do was do the same to my body. To feel that feeling. So I knew I wouldn't be able to stop her. Instead of understanding that I was trying to be helpful she ended up blocking me. This is the twenty-first century and she can do as she pleases, but have it known I did the same to her. After I found out she blocked me I did the same for a few hours. On everything she could possibly use to contact me. If I was going to be exiled for helping, I wasn't about to be a victim. 



Today, I have re-evaluated my maturity and unblocked everything because I know I am a survivor. I don't need to add drama to my life anymore. I've had quite enough drama in my life. 



Today, my name is Kaitlin and I am surivivor. 



I don't know what tomorrow holds for me, but looking at how far I have come in just a year I know I can do this. I'm just over a week free of self harm myself and I will celebrate every single second of that. 



I have depression and anxiety and it sucks, but I refuse to let it be the end of the world. 



Today, as I sit outside in the sunlight smoking my cigarette and drinking my coffee I began thinking just how amazing all human beings are. 



I am a human being too.



I am amazing.



You are amazing.



We are all amazing.



It's about time everyone realized just how incredible we all really are. 



I'm not expecting this newfound mindset to last forever, but today? 



Today, goddamnit, I am amazing."
Sick apparently?,https://www.suicideforum.com/community/threads/sick-apparently.121948/,"I am exhausted. I know I would be after the weekend... 



For once I hadn't set my alarm, and I fell asleep early last night, I only woke up after 1pm... and I was still tired... I got up though and got slightly productive... I cleaned my freezer, took a good shower, finally got the dishes that has piled up for days and days (they have been rinsed though)... and I somehow thought I'd feel good about that... 



Of course, washing the knives I was tempted to harm myself... and I had to use a lot of mental strength to just wash them, wipe them and put them in the drawer. 



I have 'realized' I am still sick. I have been thinking I was tired, depressed and anxious and that was what kept me so exhausted. The doctor who saw me at the psych ER a couple of weeks ago said I probably had the flu after checking my vitals and for a few days I did try to take care of that. 



But I'm starting to think I still have it. 



But... spending most days indoors and a lot of the time in bed I guess I don't notice... It worries me though, if I can't realize I've got flu. 

It does make sense  now though... nausea, loss of appetite, fatigue, getting warm, runny nose, headache and what I thought was food poisoning... that's what the flu always does to me. Today I have the final proof; further loss of hearing. 



I am already nearly deaf on one ear, and have a bad hearing on the other... this is due to too many ear infections and various procedures to cure them too... the scarring on my eardrums have messed up the pressure inside my ears... and when I'm sick that balance gets even worse... 



So. I'm sick. 

It worries me. What else have I been ignoring?? How low can you get emotionally? 



And I really don't need more excuses to stay in my flat and not go outside... I am trying to work against my anxiety here... trying to come up with reasons to get out. Of course fresh air is good. That's a positive one. 



Just yeah... I worry myself."
Lonley girl in the corner,https://www.suicideforum.com/community/threads/lonley-girl-in-the-corner.122420/,"I'm the lonley girl in the corner

Nobody sees or hears

I'm the lonley girl in the corner

Who cries endless silent tears

I'm the lonley girl in the corner 

Who is hanging by a thread

I'm the lonely girl in the corner

That's is better of dead.



I feel so isolated lonley and down. I feel nobody could care about me at all unless I can benefit or help them its the only time people contact me.

I am a pathetic waste of space

A totally useless human

So why waste precious oxegyen."
Apparently I am not allowed to think for myself,https://www.suicideforum.com/community/threads/apparently-i-am-not-allowed-to-think-for-myself.122519/,"I am just sick and tired of people disapproving of everything about me. The wrong clothes, wrong hairstyle, the way I act and live is wrong. The list goes on and on. Seems like family, friends, and acquaintances always have something to say about it. God forbid I eat a cookie, I might gain a pound. Oh, well I shouldn't have another drink, but others can get crazy drunk. It feels like people are constantly putting down every aspect about me. I'm really fed up with it. Do people think I am incapable to make my own decisions? I feel like I need to kowtow to everyone's demands, because I don't want to upset the apple cart. I try to tell people this hurts me, and that they should mind their own business, but it goes in one ear and out the other. I feel like no one takes me seriously. If no one likes me the way I am, sometimes I feel it is better if I don't exist at all."
Mom touches me without my consent,https://www.suicideforum.com/community/threads/mom-touches-me-without-my-consent.122471/,"Hi. This is goimg to be a weird thread maybe but I want to let it all out.



I am a 22 year old woman. My mom touches me in a weird way since I was a teenager.



I used to go crazy and hit her like I am a kung fu master. I got really angry and yelled at her always.

I always said her I dont want her to touch me.

Today she touched my ass again and it just made me really grossed out.

Those arent accidental touchs. She just touches my ass and leave her arm there.

I want to beat the shit out of her when she touches me without my consent.

She asks me if I am a rape victim or not just because I dont want her to touch my ass.

I also feel like my mom is closeted lesbian so she kinda tries to satisfy some of her repressed urges."
Just venting.,https://www.suicideforum.com/community/threads/just-venting.122218/,"I wonder which part of, ""I'm visually impaired... I'm blind... I can't see... my eyes don't fucking work,"" people aren't understanding today.



I've been having a strange issue with my new Laptop, where every few days, my screen reader slows down to a crawl and is barely able to function. The sound it makes when this happens is like none I've ever heard, sort of like it's straight out of a Star Wars movie. My guess is that something is bogging down the memory, and so maybe it needs more Ram; but just for the hell of it, I called the manufacturer and tried to explain what happens. I started the call off by explaining that I'd probably only be able to provide limited information because I'm totally blind, but was just looking for some input on what the cause might be. When I explained the problem, the first question was, ""Can you tell me what's on the screen when this happens?"" Um... nope, I can't. ""OK then, please give us a call back when this happens again so you can verify for us what you see on the screen."" Um... again, impossible. I'll see the same thing then that I do now, which is nothing. ""Well (at this point, he's getting desperate), when it happens again, please have someone who can see describe the screen for us."" Right... the last time it happened was midnight a few days ago. I'm sure the couple across the street wouldn't mind THAT wake-up call! Needless to say, I bought an 8GB stick of Ram and am hoping that fixes the problem. If it doesn't, I'm off to the Geek Squad at BestBuy.



Next issue, fraudulent charges on my credit card, that I wasn't aware of immediately because my statement comes in a format I can't read. I called, again explained that I'm totally blind, and that I need some assistance in dealing with this because I'm not able to handle it the usual way. I also explained that their website is no longer accessible with a screen reader, so I have no way of accessing crucial account information. First thing he asks me to do is read something to him from my account page on their site. Strike One. Next, he'll send me a statement in the mail, and I can circle the charges I wish to dispute and mail it back. Strike Two (no reliable sighted help in the area at the moment). At this point, we're both getting frustrated, and he agrees to circle the charges for me and handle it personally. THANK YOU!!!



Luckily, I don't need vision to know where the peach wine is in my cabinet!"
I came back,https://www.suicideforum.com/community/threads/i-came-back.122400/,"I came back again. But not because I was feeling down again or that Im thinking of killing myself or something. Rather I came back because I am actually doing good for sometime now and just wanted to reread how badly I was doing before and the feeling of doing okay now is something precious to me. Id like to clear that I am not feeling ""great"" Im just okay and it's something Im very thankful for. It's enough for me to just be okay for some good time. Ive been clean for months now. Ive not been cutting like I used to and that now I am keeping a good balance on my life. Still trying hard but am managing. I slowly picking the pieces of my broken self and putting my life back together. I hope Ican continue with this and I hope that others see this as well. If you read my posts and my open diary you will see that I was so desperately clawing my way out of my depression and that I even thought there's nothing left for me in this world but now I can say that if we keep fighting we can be able to be okay. I hope everything turns out okay for all of us. Please dont give up."
This isn't a damned joke!,https://www.suicideforum.com/community/threads/this-isnt-a-damned-joke.122260/,"I fail to understand why my landlord thinks it's funny when he's had multiple complaints about bats getting into this apartment. He said he doesn't know how to get rid of them, and asked if we could do it. Um, what? That's your job, isn't it? It was bad enough when one was flying through the kitchen one night. It was even worse when one came through the light fixture above the shower. But what tops it off is when I am sitting on my bed, minding my own business, when suddenly something hits me in the side. I get up because I instantly know what it is. I lock myself in the bathroom, thinking I will be safe there. But no, of course not! The damned thing CRAWLS UNDER THE DOOR! I start throwing things at it, thinking it will go out the other way. No, it comes flying at me, and I have to run out of there. Granted, it is small and probably harmless, but freaked me out beyond belief. Dare I say it was kind of cute? But that's not the point. The point is, I am afraid that one will bite me when I am sleeping or something. 



I am wondering, what happens if the landlord refuses to do anything? Who do I contact next? I am beyond freaked, I have that creepy crawly feeling. I even cried and screamed a bit, yes I am a girl  Of course, they always disappear when my grandpa tries to get them. No, I'm not crazy. Another thing I am wondering, should I go to the doctor if the thing just landed on me? Or am I likely in the clear? I don't think I can get any disease just from close contact, but I don't know for sure. Any input would be much appreciated."
Had a shitty night,https://www.suicideforum.com/community/threads/had-a-shitty-night.122347/,"Just want to get this off my chest because I feel totally alone.



My blood-sugar was running high all night (I have type 1 diabetes), and I thought I had it covered when I gave myself more insulin before I went to bed. I'm also sick, but it's nothing more than fatigue, sneezing, runny nose, and nasal congestion. Nothing more, pssh... Anyway, I didn't want to wait 2 hours for the insulin to completely take effect because fuck that, so I went to sleep right away. However, I woke up a few hours later, around 6 AM, and I was just contemplative and feeling especially suicidal. It took me a while, but I realized that I probably woke up because my blood-sugar was still high--it fucking was. That in particular made me feel even more helpless. I took MORE insulin, lied down and brooded for about an hour, and I checked my blood-sugar again, and it was fine. Yay. Afterwards, I tried going back to sleep, but by then, my suicidal thoughts and hopeless pondering had already consumed me. I can only idle away so much time before I lose myself to suicidal ideation. Nothing happened. I wasn't feeling impulsive--just ill-fated. I contacted my counselor, whom I was supposed to have an appointment with today, and explained to her why can't make the appointment, and she was understanding. I wasn't going anywhere if my body and mind was simultaneously making me feel dreadful.



It's odd to say, but those two hours that I spent contemplating suicide felt ephemeral. In my case, I feel like depression doesn't necessarily perpetuate my life--it hastens it."
Elevators and rude people,https://www.suicideforum.com/community/threads/elevators-and-rude-people.122427/,"I just need to let some steam out (well more than I already did while writing complaints to the relevant people)... 



I am unfortunate enough to have an 'invisible' handicap... (untreated scoliosis)... which among many other things means that stairs are my enemy... it causes me a lot of pain and I'm so, so scared of falling because of my screwed balance. And the pain isn't just over once I leave the stairs... it lasts the entire day, adding to my chronic pain. 



Sunday I was going home from a lovely weekend with my friend and some of her friends, by train... there 2 elevators were out of service, meaning I was forced to use the stairs... which I did. 



Today I took a shortcut home from the store that lead me through the train station... I figured by now they must have fixed the elevator... I mean, there's people in wheelchairs and people with prams who need to use them. Well... I was being stupid. 



So yeah... I staggered down the stairs, carrying heavy groceries... I was about to cry from pain at that point, but I kept a brave face. 



I went to the kiosk, I know they aren't officially connected to the station (they just have their shop in the station building and sell tickets...) and I told the girl there about the elevator. She didn't seem impressed, even if I mentioned that it was very 'inconvenient' for handicapped people... she then spotted a man in an orange suit and told me to run after me. 



I'm sorry? RUN? I could barely walk. I had hoped at least she could take a message or something... but nope... 



I went home, fuming and hurting... opened my laptop and wrote two complaints... one to the train company and another to the kiosk. 



I mean, WTF, for at least 4 days the elevator has been out of service. There was no notes anywhere saying it was out of order, so for all I know no one is fixing it. 



I am lucky, despite the pain, that I could make it down the stairs. But a person in a wheelchair will be caught there. 



I am so sick of this. 



And also... another thing I am sick of is the looks people give me when I go for an elevator at all... I weigh a bit too much, but the truth is even if I was skinny I'd still have pains (yes, maybe a little less, but still)... and it's very hard to exercise with this condition, the only exercise I'm allowed is walking... and even that hurts."
More Venting...Over Eating,https://www.suicideforum.com/community/threads/more-venting-over-eating.122057/,10 weeks pregnant today.  Been struggling with eating without feeling so sick.  Been forcing myself to eat for the baby and already I feel huge. Trying not to let the eating disorder take over for the baby's health. Already want the baby to be here but mostly to go back to restricting.  Trying not to give back into behaviors but just so hard when I feel this way. Hope to get through the rest of this pregnancy okay.
Trying to move forward,https://www.suicideforum.com/community/threads/trying-to-move-forward.122204/,"I haven't been on here for a few years.

Nothings really changed. Stopped therapy and meds as my doctors kept cancelling my appointments, just had enough of it all. And the people in my therapy group were really judgemental. Made me feel crappy. One to one therapy wasn't for me, it was just awkward. I hate starting conversations and they always made me start. I hate talking, never know what to say and definitely don't know what's going on in my head.

Lost a few friends once again and feel others pulling away. I just know I'm going to end up alone again. 

Loads of people i know are getting married, having kids, getting their own place and I'm just stuck at home with my parents, jobless and depressed.

On a plus i lost 4stone in weight. Still a long. Way too go but my eating habits are getting under control.  Occasionally pig out and end up throwing up but I'm slowly getting there.



This year I've started to do things for myself instead of trying to please others.

I'm finally putting inheritance money to use and going on holiday by myself (well on a group tour thing). Ticking something off my really long bucket list. 

I'm paranoid as hell about it all but im doing it. Just hope i dont have any panic attacks or piss off other people with my moods."
Dont know what to do anymore (venting),https://www.suicideforum.com/community/threads/dont-know-what-to-do-anymore-venting.122709/,"Dont even know what to write. Im just desperate to keep myself occupied at the moment. Oh god i dont even know what i want to say. I mean yeah im safe and all but its kind of wishing i wasnt, you know? Like, no im not in any immediate danger but i wish i was. I want to be. I dont want to wake up but i cant kill myself. My mind screams for suicide but my body cant do it. Its like everytime im alone dark, sharp smoke enters my skull and i just feel like banging my head hard against a wall to make it stop or even better just chop it off. How do you tell this to people, and more importantly why? Ive told people before but it didnt get better because of it. Not for long anyways, i mean im still here alone in my bed wishing to be dead. Meds, therapy, you name it, nothing works. I always end up here. Fkn always. But i guess thats how its supposed to be. Ive always known that this is what life is but i just cant learn to live with it, dont want to. Its not worth it. Im sick of it all, but im stuck and i dont know what to do. Cant go either way. Ugh."
How often do you feel suicidal?,https://www.suicideforum.com/community/threads/how-often-do-you-feel-suicidal.122060/,"How often do you feel suicidal?  And I don't necessarily mean the extreme where you actually have a method ready.  I don't necessarily mean that extreme, but rather just the thought that you still wish that you could ""go"" pretty soon.   If you reply to this post, you could also include the frequency of times that you actually think about suicide, whether extreme or moderate or mild.  Because, after all, I want to cover the whole range, that is, from extreme to ""moderate"" wishes.  In my case, even though I am past middle age already, I generally only seldom think of actual methods, but at least once a week fantasize how wonderful it would be if my doctor told me I have a terminal illness from which I would die within a month.   In other words, in my case, it's mild to moderate 99% of the time, which means, I guess, that I'm within the safety zone.

So while I don't actively seek out any methods, I at least fantasize about the joy I would feel if I ever get a terminal-type diagnosis from my doctor.

So how often do you feel suicidal?  And what are the ranges?"
Self assessment of a bad place.,https://www.suicideforum.com/community/threads/self-assessment-of-a-bad-place.122526/,"I think the irony here is work lies in mental health, so occasionally I notice my own thought behaviors are eerily reminiscent of the people I've worked with before. 

Now, the thing for me is that being well isn't not thinking about suicide. I think about it every day to a greater or lesser degree even when I consider myself well, it makes me think of an addict in recovery who isn't using maybe. 

A bad day is like today, when its the last thing I am thinking of when I go to bed and the first thing I think of when I wake up, its a fixation right now. 

It will pass soon, I hope, but in this state of mind its so difficult to do any of the things I know I need to do."
Letting go the RIGHT way....,https://www.suicideforum.com/community/threads/letting-go-the-right-way.122504/,"I feel like I am caught in this cycle of severe depression/anxiety climbing up to ""okay"" or even ""good"", only to fall back to severe depression/anxiety. I have been in this cycle before but it was YEARS ago but I am in month six of this cycle and I am realizing that while I there is a chemical component to this cycle -- meaning I do have depression and anxiety which I need medication for - the majority of this is simply me choosing to handle emotions poorly....making bad decisions and having this repeating cycle. I know I am able to not be in this cycle -- I did it for years so now I just need to let go. There are so many ways to let go....the one that comes to mind most often is permanently letting go, life-ending. But I can choose to let go a more 'normal'/'right' way but just pulling my sh*t together. Why is that so hard? Why do I feel like I WANT to stay in this cycle? What is it about this cycle that appeals to me? Does anyone relate to this? Am I crazy? Am I borderline personality disorder? Am I just dysfunctional???? I feel lost as to what exactly is wrong with me....how crazy am I?"
scream about lacking of getting laid,https://www.suicideforum.com/community/threads/scream-about-lacking-of-getting-laid.122586/,"FUCKKKKKKKK



WHY I NEVER GET LAID

IM JUST A FUCKING ULGY FAT MUG THAT NEVER GET A FUCKING GIRL

THATS IT IM SO FUCKING DONE WITH IT

MY FEELINGS ARE CONSTANTLY BROKEN WHEN IT COMES TO A GIRL THINGS

I JUST WANNA HAVE A FUCKING RELATIONSHIP WITH THEM, IS IT TOO HARD?

I TRY EVERYTHING THAT I CAN TO GET THE GIRL

I'VE IMPROVE MYSELF THE BEST I CAN, BUT STILL NOTHING CAME UP

EXCEPT MORE AND MORE PAIN, I CAN FEEL THE PAIN INSIDE, SO DEEP

I CAN'T EVEN CRY



sorry for the caps lock, but i feel sooooo bad about my self tonight. please help..."
I don't know what to think about my life,https://www.suicideforum.com/community/threads/i-dont-know-what-to-think-about-my-life.122064/,"I thought that my childhood was normal until about a month ago.  Now that I've realized that parts of it weren't normal, memories are starting to come back.  A child shouldn't be told they are stupid and bad at certain things.  A child shouldn't be scared that a parent might lash out at them.



I can't seem to recall any happy memories right now.  I know that they exist, or at least I think they do.  I can only remember bad ones, things I don't want to think about.  One would think that remembering about one's birthday should bring back happy memories, but no.  I can only seem to remember the one that involved an outburst.



It's like my entire world has been turned upside down.  I don't know what to think, part of me wishes I had never discovered this.  But part of me is also glad, since it explains so much about me.



I am so confused right now, I don't know what to think about all of this."
Dr Appointments UK,https://www.suicideforum.com/community/threads/dr-appointments-uk.122100/,"""Hi - I need to make an appointment to see Dr B***** please""

""Okay - the first appointment is 17th May""

""You're kidding? Over six weeks? Can I see a different doctor then please?""

""Okay I can get you in on May 8th""



REALLY?! To see a GP? 



Grrrrrrr."
Please help me calm down,https://www.suicideforum.com/community/threads/please-help-me-calm-down.122045/,"I have been very panicky for the last 24 hours, palpitations, sweating, fear, anxiety,paranoia, cannot control my thoughts and feelings. I'm worrying over things that are ridiculous to worry about, I know but it doesn't make it any less real but please tell the anxiety that. I've taken my meds and still cannot calm the hell down, any suggestions?"
I maybe have ptsd,https://www.suicideforum.com/community/threads/i-maybe-have-ptsd.122193/,"Hi. I am new here. This is the second thread I started, I guess. 



I am starting to suspect I have some degree of ptsd. I think about the same bad events that happened in the past and worry if similar things will happen in the future.

I try my best to avoid any triggers and if i get triggered, i end up in a bad place emotionally.

I know i have adhd and depression and residual social phobia but thats all that i am diagnosed with.

I had a violent father and also was bullied by boys in high school. Specially because I wasnt attractive. (high school bullies)

I am also a lesbian but it is because i am sexually attracted to women not because of my problems with males.



Anyway I have strong disgust for males now and I try my best to act like I dont. I have it when they stare at me in places. Or when they try to hit on me even though I show that I am not interested or when they act bitter and hostile when I dont say ok to them.



I hate their sexism homophobia ableism ageism racism. I hate their strong efforts to make people who arent like them second class person.



I dont even want to leave the home some days because i dont want to see some males' disgusting faces and stares.

I hate talking to males because they say stuff like men are smarter than women or women gossip but men dont or womem should look after a family. I just want to puke on their faces."
Frustrated....,https://www.suicideforum.com/community/threads/frustrated.122145/,So drained lately.  Been frustrated more and more each day. Haven't been able to eat much. Just low on energy and things in this house isn't going well.  Things needing to be done and I feel useless.  May have to call my dr in the morning and schedule an appointment.  Foods are making me more nauseous. And so ill....
Initial Confession,https://www.suicideforum.com/community/threads/initial-confession.122606/,"I'm new to the whole thought of actually opening up about myself and being 100% honest. But not actually being known is the easiest way to do so. I'm usually confused on my own feelings and have experienced many life changing events. Being able to have a place to speak my mind and not be judged in the slightest way, brings a lot of comfort and ease with my constant anxiety. I really do hope I can bring myself to post regularly now that I have found actual freedom to do so."
