•ÈÀpost,post-href,text
Idk anymore?,https://www.suicideforum.com/community/threads/idk-anymore.122695/,so my parents are Christians and of course forced it upon me since birth they have forced me to go to church for as long as I can remember and forced me to believe what they believe even though they never really followed the religion themselves my dad was physically abusive until I was about 14 and is still verbally abusive to this day my mom is not as bad she just constantly gossips about everyone 24/7 well in the past i once stood up to my dad and he proceeded to tell me I would amount to nothing and we almost got in a gust fight so I left my house for about two weeks until he asked me to come back and assured me it would be different which of course after about two weeks it went back to normal but I learned to live with it well I pretty much got tired of going to church and being surrounded by hypocrites so today for the first time ever I went to my parents and I asked them for a choice to go to church when I want and it didn't go how I hoped it would at all my mother proceeded to tell me I was a still a minor so I had no rights and proceeded to take all of my belongings even though I have a job and pay for them myself she said I had to believe what she says and that the bible says to honor ur parents but I'm not dumb and know she's cherry picking and trying to make me feel like I'm in the wrong she put all my stuff in her car and sped off idk where she went my dad proceeded to talk about of what if scenarios and said what would Jesus say if he were here and this had been going on for nearly hours at this point he then proceeded to say like my mom I don't have rights it's his decision and then he started crying and saying that he would've never talked to his dad like I did when all I did was ask for a choice he then said he was ashamed of me and left my room I honestly couldn't tell if they were serious or playing mind games with me and honestly they were the last people on this planet I felt could accept me for me but apparently I was wrong and I feel like I want to die this is honestly one of the lowest points in my life it was so much worse than I could describe just how my whole life they said they would always accept me then they completely abandon me I just feel like I have no one left
Feeling done.,https://www.suicideforum.com/community/threads/feeling-done.122388/,"To think that I was worrying about what I would talk about with my counselor at my next appointment. Today, what set me off just moments ago was a professor's invitation to a group of us who will be part of her clinic next year to have drinks at a bar. But while I had been expecting the email today, I was expecting it hours earlier, not just barely two hours before she wanted to meet up. I have been trying to do my work but unsuccessfully, reading the same pages while in my mind I've been justifying why I can't go. To ""normal"" people, it's like I'm making a mountain out of a molehill, but to me, I feel overwhelmed, ashamed, and resentful. I don't like drinking really, I don't know the other students in my clinic, I hate how disorganized this professor is, and how little she seems to value our time by repeatedly doing this to us. I appreciate her efforts to reach out, but it just makes me feel crappy for all my personality traits. Why do I have to create an excuse to get out of it. Why can't I just say no and let that be that?



Why do I struggle over these trivial matters that really don't matter in the grand scheme of things? What is the point of suffering like this? Sometimes, I think I'm a masochist based on past choices and that I sabotage myself because I just can't help myself. But I genuinely just want it to be all over. I fantasize about stumbling upon the perfect opportunity to take something and have it be done in a painless instant. I don't care that it won't look like an accident. I have no qualms about the morality of suicide, despite my religious beliefs. I don't understand why I'm here and it'd just be easier for everyone if I wasn't. I think I do have everything I need if I really wanted to make that choice, but I am not certain that it will be irrevocably effective and definitely not painless. I need certainty. If I am going to try, I am damn well going to succeed. I can't bear the irony of failing a suicide attempt. It would drive me actually insane. Sometimes, I wish something would happen to me to give me legitimate reasons to take the next step, but for now I am just pretending, existing, hating it, and wishing I wasn't me."
Why not?,https://www.suicideforum.com/community/threads/why-not.122692/,"I am really scared because I feel like I could easily go over the edge. I can't think of any reasons not to do it. I am on my own and have been for some time. It wouldn't hurt anyone, so why can't I just leave? I would be at peace then. I feel scared of what I could do, but also oddly calm. Not sure why I am writing this because I feel nothing matters anymore. This is darkness that I can't escape from."
Bad Day,https://www.suicideforum.com/community/threads/bad-day.121995/,"I am new here and just needed somewhere to write my feelings where I wouldn't be judged. Tears keep falling out of my eyes. I know I am not going to do anything and I don't want to but the thought is there and it hurts so badly. Just hoping that when I wake up tomorrow the feeling will go away or at least be lessened. I am looking for support groups in my area so I can feel less alone about having these negative feelings. I don't have the urge, just the thoughts and that is what bothers me the most. Right now I am going through a rough patch, missing a few people that have passed away and am very stressed. My sadness feels so overwhelming sometimes even though I have friends who care. I feel guilty for not being happy and wished there was a way for this pain to stop. For a few days I've felt lethargic and down and I want relief."
Stress,https://www.suicideforum.com/community/threads/stress.122701/,"I'm so stressed out.



I feel trapped on all sides, and every move I make just fucks up my life even more.



I can't do anything. I've lost all motivation to do anything at all.



I want so badly to just end it all, to just be at peace, even if it means damning everyone I know to a life of grief.



I'm never going to change. I've been like this for years and it always comes back to feeling this way, even if it was o.k. temporarily."
I've been on this site for six years.,https://www.suicideforum.com/community/threads/ive-been-on-this-site-for-six-years.121950/,"I joined when I was 13, and hardly even thought about making it to graduating high school since I was so caught up in wanting to just die.

In those six years, I've attempted suicide twice, I've self harmed, I've been sent to inpatient treatment for an eating disorder, and I've used enough drugs I think my parents would disown me if they knew of my experience in that area. But, I've also graduated high school, completed half of my undergraduate degree a year early while on a path to a masters degree, and I've recovered from the previously mentioned eating disorder. I have an internship secured for the summer and I've got a solid plan for my future and the goals I want to achieve.

Last November, I was diagnosed with PTSD, as well as my previous diagnoses of depression and anxiety. To put it bluntly, that fucked me up. It made me realize how much my upbringing has affected my mental health and these past six months have been particularly difficult.

I know I've hardly been on this site anymore, but I seem to have hit a wall and sometimes it still feels like killing myself is the only option I have anymore. It's affecting my everyday life and my academics and I just feel trapped and I don't know who to talk to or how to deal with it anymore."
No interest in living,https://www.suicideforum.com/community/threads/no-interest-in-living.122350/,"Some time ago I was told I may have cancer and that I should get some tests.  I thought about it, but decided there is no point.  I hate living, so if the tests were positive I would refuse treatment - which means there is nothing to be accomplished by having the tests.  I asked the physician who suggested I get tested, ""If I have the disease and do nothing about it, how long will I have to live?""  He said perhaps as long as two years.  I laughed and said, ""That long!"""
Tired of being scared,https://www.suicideforum.com/community/threads/tired-of-being-scared.122437/,All the time. Of everything.  Constant worry.  Constant fear.  I am alone in this world. I have failed more than I ever dreamed possible.  The world has beaten me.  I am not worthy.  I can't remember when I last felt worthy to... breathe. .. exist... thrive.  So very very tired.
Is suicide a valid option?,https://www.suicideforum.com/community/threads/is-suicide-a-valid-option.122433/,"Every single day, I try to change my situation. So far, there has been no progress. I am isolated. I have always been isolated since birth. Tried to find a reason why I am extremely alienated. Couldn't find anything. So what the hell is wrong with me? What did I do to deserve such misfortunes?



I do my best, put on a smile. Inside I feel nothing but agony. It occurred to me yesterday, that maybe my heart is telling me to die. Maybe because I may be of no use and no matter what I try,  I will always be a sore loser who will always be talentless and friendless . Makes a lot of sense, since I have no passion or drive to excel.

I cannot bear this existence any longer. I have been emotionally scarred and to make it even worse, I still have absolutely nobody to talk to."
I did a dumb thing,https://www.suicideforum.com/community/threads/i-did-a-dumb-thing.122130/,"and researched methods, and watched/researched method of choice on youtube and google. and now i feel much much worse, i want to stop that feeling. it has brought me back to those few times i went ""out there"" to do it . . . and i keep think it will fail, won't work, and then there would be humungous police business and stuff being in the spotlight



being behind the computer screen and researching is nothing like going out there and being poised to do it at that very moment with the very real aspect of failing and going home/being discovered, and dealing with the aftermath, and psychological traumatization. 



and is not so much that i actually want to die but to change the situation."
Everything has been a waste,https://www.suicideforum.com/community/threads/everything-has-been-a-waste.122486/,"I am tired of trying things over and over. As I have posted here before, I took all of the suggestions into account. Joined clubs, helped volunteer. I still felt isolated and it wasn't because of me. If you were in my place, then you would understand. 

I have been discouraged since birth. Now I am 25.  Loser. No friends. This is not an exaggeration, I literally do not have any friends at all. I have no one to talk to( and please dont pretend to care and say ""can i talk to you?"" or ""I care"", becasue trust me, according to experience, there were only people who say that, but no action). I don't have anything to live for. I just have this huge void where my feelings used to be and all that's left is this overwhelming sense of despair and I just cannot cope any more. Either way I can't take this suffocating loneliness anymore. It hurts every single day and it's just not worth it anymore."
Earth's Ultimatum,https://www.suicideforum.com/community/threads/earths-ultimatum.121992/,"Like many others on this forum I struggle with self-esteem, self-image, the whole lot. Yet, I never pin that to my feelings of killing myself. They come randomly sometimes in the day or when I have depressed bouts. Sometimes when I read or am learning about something on this planet or in this universe or, just think about how vast everything is, I cut myself off in thought with ""I want to kill myself."" When I think about how amazing every little detail we humans have and how perfect it is I want to die. I was hiking last year and when I got to the peak it was so beautiful, every little blade of grass and the thick white clouds with the golden sun's light tracing over their edges and falling over through the cloud's curves and cracks to make the sky look so heavenly. I was shocked that after my brain did that great tangent about how wonderful it looks was that the next immediate thought was to just jump off the edge.

     These thoughts are so casual sometimes that everyone has suicidal thoughts. I realize I have depression and I'm not fond of that and I just think every gets sad. I think this earth is so cool. How right now I'm on here with the chance of having at least one other person read this across the globe while I continue through the week and grow and age. How these something or someone made these blinds in front of me. What used to be on this Earth years before us. Suicide seems so romantic to me. And I think this and then think how pitiful and pathetic that thought is. I should live, I've worked hard and I know my future might have nice avenues. But I won't get to see all the places on my planet because i'm doubtful I'll come into a large sum of money. This is hard to type because I'm fearful of being scrutinized but I've had to stop therapy and I'm concerned for my well being, sometimes. whatever. maybe it's just an anxiety thing. I just want someone to relate to this."
I'm here to help!,https://www.suicideforum.com/community/threads/im-here-to-help.122273/,"Hello, if anyone needs to talk I'm here so you know you're not alone!"
Been Awhile...,https://www.suicideforum.com/community/threads/been-awhile.122705/,"For a moment today,  thoughts of suicide crossed my mind. It's been awhile since I had thoughts.  But I'm okay right now. Still very tired."
Why can't I stop thinking about this?,https://www.suicideforum.com/community/threads/why-cant-i-stop-thinking-about-this.122159/,"Had a sort of breakdown in class today. No one could tell and I was very discreet about how I was feeling, smiling and talking and laughing like normal, but I don't feel normal at all. I know some of my closer friends can definitely see what's going on but I don't feel comfortable enough to explain what's going on with me yet. I've only known them for a couple of years and I like and trust them but it's very hard to tell them my story. I talk more to my long distance friends about it and another close friend here who isn't in school with me.



Lately school has been giving me anxiety. I've missed the past 2 classes and today I was so mentally a wreck that I couldn't even take my quiz. I just walked out while the rest of the class was taking it and took a 0. I'm behind in almost every class and I have no motivation or concentration to care or catch up.



My apathy and lack of care is concerning me. I'm still SO suicidal. All day I keep thinking about how I don't want to be alive and that I wish I could just die. Over and over I find myself thinking, ""I wish I could just not exist anymore."" It pains me to feel so poorly about everything and unable to find joy for long periods of time. These suicidal thoughts can be so overbearing sometimes that I just want to break down and cry and usually I do. I still feel very lost."
"I'm afraid I've lost the battle, my friends, for real this time.",https://www.suicideforum.com/community/threads/im-afraid-ive-lost-the-battle-my-friends-for-real-this-time.122320/,"After a particularly traumatic day today, I've declared for the last time that I've lost my battle with depression. I'm sorry that I have failed you all. My mind does not want to get better, it has decayed and broken to a point where recovery is simply impossible. My mind refuses treatment, it refuses anything short of a cure. I tried to fight it, but in the end, the depression won. Perhaps I just looked for treatment too late. My mind is so broken at this point that I'm a danger to people around me. I've considered terrible things today, things I don't want to speak about to anyone for you all would see me as a monster if I did.



I do not know if I will commit suicide or if I will simply let my mind and body decay until I just die, but one thing is for certain, there is only one cure for me, and that is to cease living.



I'm going to immediately give my rebuttals to some of the posts I will immediately get. No, a psychiatrist will not help me, nor will a hospital. I will simply toss aside the advice they give me and go on with my misery. It is how my mind is now, refusing treatment, only accepting a cure which does not exist.



I can not be happy, it is a simple impossibility. Life is not worth living. At least...Mine isn't.



Thank you all for trying to help me, I am sorry I could not be helped, and that I failed you all."
Sad to think that this is who I really am.,https://www.suicideforum.com/community/threads/sad-to-think-that-this-is-who-i-really-am.121863/,"ADs just mask who you are. I haven't been the real me for 9 years, the years I was on Zoloft. The real me is this, an empty shell who hates life. I thought to myself recently, ""God, I was so happy just three months ago"" but then I thought, no, the me on drugs was happy. I came off ADs thinking I didn't need them anymore.



BTW I can't go back on them because I'm participating in a clinical trial and I have to be clean for that (another two months) besides, I can't afford the pills, another reason I stopped taking them. And taking them won't get rid of the tinnitus, it'll only make it worse (as I've read elsewhere). Three dilemmas."
A Promise,https://www.suicideforum.com/community/threads/a-promise.122736/,"I made a promise to myself that i would hold on until my beautiful daughter finishes school - this is 2.5 years. Everyday its like a mantra 2.5 years, only 2 and a half more years. But lately i'm sure that I can't make it. My inner pain is just growing and growing without relief and I know that she would be better off without me now. Just about anyone would be a better mother than me right now. I'm so tired and feel so isolated. I did have some support for a short while but it seems that this was temporary. I find myself googling methods as it brings me a semblance of comfort. I don't want to get it wrong. I feel I'm running out of time to hold on - it's just slipping through my fingers as my pain and despair deepens"
too much pressure,https://www.suicideforum.com/community/threads/too-much-pressure.122625/,"Am finding things hard at the moment ...last night i wasnted to certin non food items that could kill me if i did phoned my mental health team but they told me to call a crisis  line witch i did twice ifrst time they told me to get an app for the phone that would help me with my breathing 

second time i left a message for them to get back to me but i fell asleep  before they called back when they did my husband told them i was sleeping 

the problem is that am renewing my disability benefits  and i have to go to an interview for it am scared ill say something wrong and i will not get the money we need that money to live  my husband dont work as he is my full time carer 

we get no money it will be my fault"
I tried but failed,https://www.suicideforum.com/community/threads/i-tried-but-failed.122196/,"I stupidly tried to end it all on Thursday night, thank god I didn't succeed.

I now feel optimistic to get myself sorted.

I think it scared me to realise how close I had come & how it's not the answer.

I hope this doesn't break rules, sorry if it does."
single-handedly destroyed everything,https://www.suicideforum.com/community/threads/single-handedly-destroyed-everything.121709/,"Who does that?  Who destroys everything in their entire life?  EVERYTHING! 

family, business, school, finances... everything is gone, and it is all my fault.



<Mod Edit :Methods>  If it is instant, then I won‰Ûªt feel or know anything which would be ok.  What stops me? Not wanting to involve another human being in my demise.



<Mod Edit:Methods>



No one would miss me because there is nobody left.  If I die in my apartment, no one would find me. It would take a neighbour complaining about the smell that would lead someone to my body.



There really isn't anything keeping me here."
Tired of being tired.,https://www.suicideforum.com/community/threads/tired-of-being-tired.121708/,"For the last two years I've been horribly fatigued.  I was diagnosed with mild sleep apnea and given a cpap to use, and it helped somewhat.  However I am still really tired everyday.  I lost my job because of this.  I am in my forties, and can't fathom living possibly thousands of more days like this.  There is nothing in this world worth dragging myself through the day for.  Goddamn I wish I could die."
Getting employment,https://www.suicideforum.com/community/threads/getting-employment.122308/,"Sometimes I feel like I am not going to get another job because I'm 55 yet I do continue to try.  I have filled out 4 applications in 2 months, one employer has already stated no go yet have not heard from other 3. 

I also feel like not trying.  Unemployment is still tough here yet I know I have to try.  Right now I am trying to find a job close to what I was doing before yet realistically I will have to look at jobs that I may be ""over qualified for"" which is kind of demeaning and a stressor in itself because lets face I am not a young man anymore.

The key I guess is to keep looking if you don't apply at least look."
No hope in future,https://www.suicideforum.com/community/threads/no-hope-in-future.122468/,Hello. I have diagnosed paranoid schizophrenia for several years ago. However I am medicated for this and few symptoms for the last years. No admittance to hospital. However I also have a rare neurological disorder called visual-snow. It causes me black and white spots like TV static in the visual field and disturbances in evenings when this is most notable. I can not walk at night because I can't see. I have suffered visual-snow for the last 3-4 years but progressed badly the last month because I drank some vodka with my brother and his friends and girlfriend. This caused a bad spike. I am also on government disability money. I have no friends for many years and this is causing big anxiety living alone and I have no future. I really can't cope and see no way out.
"So... whats up with those ""nightmares""...",https://www.suicideforum.com/community/threads/so-whats-up-with-those-nightmares.122596/,"Usually its very difficult to effect me so deeply that I'm terrified.

After several suicide attempts, and a very liberal approach towards life and afterlife, I sort of stopped fearing pretty much anything, yet for some reason my brain tries to, well I'm sort of having nightmares.

Now thing is that I know that dreams are suppose to be the way that our brain uses to heal itself,

but I just cant help but wonder how the F$# my brain heals itself with this crap, which is not even scary,

only makes me wake up all angry... or sad or even somewhat happy..."
Thoughts Won't Stop :(,https://www.suicideforum.com/community/threads/thoughts-wont-stop.121922/,Why is it  that  I can't seem to escape these thoughts going through my head? I was just out getting some food for the house and dreaded every second I was out. Glad I'm home but just drained in life. I'm exhausting emotionally in dealing with anything really.  Sad...  i hate being this way. I hate being how I been.  So tired. Just keep thinking maybe everyone is better off without me . Why burden everyone? I so hate being me.
Is this melodramatic?,https://www.suicideforum.com/community/threads/is-this-melodramatic.122548/,"I have looked for help for several years now, receiving little or none. It is difficult, I don't want to sound like I am crying out for attention, but then I need the help. It's taken courage to even get to this point, I don't like talking to people about things like this. Yet I don't think I am ready to die. 



My problem I suppose is that I have many physical curses. That is what I call them, curses. Because there is no better way to describe them. I have a total of 15 medical conditions, that's just the physical stuff. I also have the symptoms of borderline personality disorder, though my psychiatrist would not diagnose this. Why? because I am 'functional'. Except he has absolutely no idea.



I don't want to be diagnosed with anything. I don't want to be labelled - but then this is the only way to get help it seems. I have fought for help, been refused and laughed at and mocked by the medical system. Just the whole system in general really. 



I am sick of fighting, I am sick of trying. 



I just want someone who understands - someone who is not so emotionally involved that every time I talk about [self-mutilation] they cry and refuse to think rationally, or offer me any form of real advice beyond 'well that will damage your health'. I am smart (well, sort of). I KNOW it will damage my health. That is why I want to do it....



I am sorry if this is against the rules. I just need a place to vent or I know for sure that my mind will just explode and kill me."
"""Go to a therapist if you want to talk about it""",https://www.suicideforum.com/community/threads/go-to-a-therapist-if-you-want-to-talk-about-it.122136/,"I'm not sure what else to do now. I've been dealing with my depression & anxiety for as long as I can remember, & the older I get, the worse it gets. Four years ago, I was doing everything to push it to the back of my mind & ignore it. I didn't form real relationships with anyone, I wanted no commitments, I drank, smoked, and began to realize that I hated the person I had become. I knew that I had to change something, so I took a trip out of state to see my mom (who I'm not really all that close to. I just needed a change of scenery.) But when I got here, I met someone. Someone who, without trying, without even realizing, brought me back to my senses, and almost made me forget all about my sadness and my anxiety. Never have I been closer to anyone, never have I had what I would call a ""real"" relationship until he came along. But, of course, depression & anxiety will never just disappear. 



a few months ago, I finally told him about the anxiety issues, because they started to get bad again. He was for the most part supportive. He didn't quite understand it (because no one who doesn't suffer from it could fully understand it.) I really try not to use it as a crutch, but the worse it got, the more I receded into my own little world. I was never really comfortable at family gatherings, because my anxiety skyrockets in social situations. So gradually I didn't go as much. I don't really keep ""friends"" because they've always been more trouble than they're worth. Then, of course, more and more, my suicidal thoughts crept back in, my depression became a constant, overwhelming presence. I know there are factors leading into this. We want different things out of life. I want a baby, a family of my own, and he's already got two daughters he adopted (both grown now and out of the house) he doesn't want to start over. I understand his side of this. 



I tried to confide in him how I felt. I want these things and don't want to give them up for good. But I also don't want to give him up. I wasn't pushing him to do anything, or to change his mind. He has no idea what he means to me, I wouldn't do that... I just needed to talk. But when I really just needed him to be there for me, to listen to me, and finally let it come out that I have depression, and that I just needed someone to care, and didn't want to feel alone anymore, he told me that if I wanted to talk, to go to a therapist. 



I poured my heart out to him, the only person I really trusted, and was rejected. He basically told me that he didn't care, he was tired of hearing it, that I needed help and meds and to leave him alone. & now, unbeknownst to him, I sit here in constant pain, just doing what I've always done. Putting on a happy face and slowly but surely wanting to die more and more. When I'm alone I do nothing but cry and have panic attacks. I've managed to keep it together at work for the most part. I went to the ER because something in me just gave way and I needed to turn somewhere. I start therapy and probably meds soon but even if this helps I feel betrayed. I love him, I know someone must be wondering why, but please understand he is a good man, and we've had four happy years together. I don't want anyone to think badly of him. 



I've thought of leaving, of course, because I want a baby and to be back home, closer to my family. Right now I'm twelve hours away from them. But the thought of leaving breaks my heart, and I know I don't want to be away from him. Leaving would mean never seeing him again. I don't know what else to do. I don't want to keep hurting but it seems inevitable no matter what I choose I'll be leaving something behind."
Suicidal Thoughts - Are you Feeling Suicidal Today?,https://www.suicideforum.com/community/threads/suicidal-thoughts-are-you-feeling-suicidal-today.51296/,"Post here if you are feeling suicidal today. 



That way,other members will know who needs extra support today"
yes i am,https://www.suicideforum.com/community/threads/yes-i-am.122497/,"i am not alone in those world many people are suicidal, i'd like to think i'm okay, that i am sane but it's not true, it makes me sad to know that i nearly always feel this way. i wouldn't want to leave anyone on here and a rare few outside the internet but other then that i just want to si again and I know this is the suicide place and i'm sorry for posting here but i just feel this way. i won't si because i promised someone i know and care about that i wouldn't."
hanging by a thread...,https://www.suicideforum.com/community/threads/hanging-by-a-thread.121946/,"Sorry to make another topic so soon but im at work right now and i cant handle this!! I dont wanna die i just want this pain to go away and idk how much longer i can deal with it!



Everyone in my life always seems to leave in the end. If i died today nobody would care. I just dont know what to do anymore. I feel like I lost the most important person in the world to me and it is eating me up inside. I feel so alone and confused....and idk how much longer i can hold on."
can't say,https://www.suicideforum.com/community/threads/cant-say.121696/,"i can't say the thoughts that are in my head - against the rules here - i understand why but it means they stay locked there



no one else i can talk to - too afraid - no one i can trust



the pain is so intense right now, the emptiness, the loneliness



started building since i got up, growing on the train



almost broke down ordering a fucking breakfast from the deli



looking at a day filled with people who don't give a shit about me



i'm alone, i'm nothing and the pain of it is eating a hole in me



can't take this pain right now, not sure i can't take this pain any more



i'm trying - out of habit but i'm trying



but when you're alone and hurting and that's all you'll ever be, when everyone looks at you but no one sees you, what's the point?"
My piece of mind,https://www.suicideforum.com/community/threads/my-piece-of-mind.122640/,"It's so ironic when someone who picked you up from misery, ended up breaking you.



That's why i hate living. It's all about being picked up and destroyed by others. And feelings, i hate them. 

I don't want to feel a thing. I wonder how's it like to be numb from everything. 



I barely know what loneliness is. It's cold, and very unpleasant. I'd never feel that before, eventhough i'm all alone, because i was alone. It's also hurts, and i don't like it.



But then again, what choice do i have? I was alone since the beginning. I don't know about my family but i think they don't care. No one care.



i hate pain, i really do. That's why i built those 'walls', to prevent myself from getting hurt. I also create those 'worlds' where i could feel everything i want. Where i could feel love. And by my own choice, i sealed that world away from me. I was so sad at first. Those were my first time i feel so lonely in my own bedroom. Those were my first time i feel so empty. And those were my first time i feel so terrified by emptiness..          



But then again, i knew i couldn't live like that, drowning in those unreal feelings i felt whenever i imagine myself in certain situations. It's not right and i need to stop. 



That's why i tried to reach out for help. i tried to scream for help. Two hands answered it. They pulled me up, so that i won't drowned in there. Yet i'm afraid to know them further.   Afraid that i would get hurt later. I was being so careful, until they embrace me with warmth and acceptance.        



I could never ask for anything better. Everything was perfect. I got someone to understand, someone who accept me and my problems.



But it was short-lived..

Their hand, which hold mine tightly before, now letting it go. Letting myself drowning again after i sealed my source of safety away, leaving me with this cold emptiness... 



I knew it's my fault, i already said sorry and they said everything was okay. But i just couldn't shake the feelings that there's a huge wall between us now, as if they hate me, they don't need me anymore, they sick and tired of me.    



Now i don't care anymore, i just want to sleep peacefully and being numb forever. I know this is very selfish of me and i know this is silly, but for me it's not. I value friendship and relationship a lot. That's why i'm being very careful with whoever tried to get close to me."
"Double depression, marriage in shambles, not sure how much longer I'll hang on",https://www.suicideforum.com/community/threads/double-depression-marriage-in-shambles-not-sure-how-much-longer-ill-hang-on.122105/,"As a child I was always described as a sad and angry child, quite different from my siblings as they were your standard happy children. I was born with a severe clef lip and palette which took many surgeries to mostly fix. It is now barely noticeable. Also had many ear infections which slowed my speech development. This made me socially awkward and gave me extremely low self-esteem. Suicidal ideation started at around age 13 and have only intensified. I tried to bury myself in distractions and play many different sports as well as many hours of video games, but never really had any friends. Never could connect with anyone, not even my parents or siblings. In fact, I can't remember ever felling any positive emotions such as love or joy. There are things I like doing not because they make me happy, but because they distract me from the pain, misery and suicidal thoughts for a while.



At 18 I had my first experience with a girl showing interest in me. We've now been married for 12 years and have 4 kids. About 2 years ago I finally went to a Dr. about my depression. She diagnosed me with double depression (dysthymia and MDD). My baseline mood seems to be much lower than the average person with intermittent bouts of MDD. I still can't seem enjoy anything or feel happiness. Even after 2 years of various antidepressants and CBT. The only thing I've gotten out of these are side effects that I'd rather not be dealing with. It's so bad that I couldn't even find joy at the birth of any of my 4 kids. What kind of parent does that make me? What kind of horrible person does that make me? I don't want to be a father, yet I have these 4 kids against my wishes (more on that in a bit). I resent having these kids but I don't resent the kids themselves. They are just your average kids that cause normal kid stress, they didn't ask to be born to me, none of this is their fault. So, I attempt to give them the father they deserve, but am having difficulties. I take them to the park, to their sport games and practices and out to the store when they beg to go with me, yet I hate every moment of it. When I come home from work my 2 year old drops what she's doing and runs to me yelling 'dada'. Objectively I know this should be a cute and joyful moment, yet I feel nothing. So, I put on a fake smile, pick her up, kiss her on the cheek and give her a hug.



The relationship with my wife has broken down. Shortly into our relationship she pressured me into not using condoms saying it'll feel better and that she's on birth control. Pushover me (which she admits is a trait that attracter her to me) gave in and at 3 months into our relationship she was pregnant. Under pressure from her and false societal programming I did 'the right thing' and married her at the age of 18. I also went to college to get away from crap jobs now that I had a family. During this time my wife started pressuring me for another kid. I didn't want any more kids and I surprisingly held my ground. But, she ended up pregnant again even though we always used condoms. After checking the info on the box of condoms about failure possibilities I discovered pin holes in all of the unused condoms. She ended up admitting to it and that she purposely stopped taking birth control to get pregnant with our first as well. I should have left her then, but pussy doormat me caved to her pleas for forgiveness and stayed. She said she did it because she loved me so much that she wanted a family with me. Over the next 6 years or so she ended up pressuring/guilting me into 2 more kids. By that time I was broken, I caved to stop the constant pressure and nagging.



Before getting pregnant with our 4th, I found inappropriate messages between my wife and a coworker of hers from a part time job she got to help with our crushing debt. The lies and blame she laid on me over the next few months was staggering. Again, I should have left her. They finally cut off contact and she quit the job and the both swore it never got physical. The messages did have a lot of declarations of love for each other but didn't indicate they'd been physical either. Doormat me stayed. We've had bad luck with medical bills and are heavily in debt. I didn't think I could afford a divorce. Things did get better for a time after our last child was born. But 2 year after the first 'emotional affair' I found out she was in one with another coworker front he same place. More lies, more blaming me. When I confronted him he apologized to me and said she told him we were separated and getting a divorce. He said it never got passed a few make out sessions. This is info she wouldn't even give up. He did cut contact with her and move on, so I assume he's telling the truth, plus I have no evidence to the contrary. This time I did leave. But, she begged me to come back for the kids. Seeing as we are near bankrupt, and can't even pay all of our bills, and I really didn't have any place to go as I have no friends and family is in no position to take me on. I came back.



I'm done, I want out. I don't want to be a husband or a father. I don't want to live anymore. I need this pain and darkness that I've felt for my entire life to end. I think about killing myself many times a day. The only thing that keeps me from doing it is the obligation I have to these 4 kids. Pills didn't help, CBT didn't help, my Pastor and the rest of those hypocrites didn't help , meditation didn't help. I'm trapped in this pain and misery. I have also thought about just leaving and not looking back. Again, my duty to these kids keep me from doing it. Next plan would probably be to divorce and do joint custody. Seeing as she's a stay at home mom at the moment and I work a full time job I'd give her majority custody. This would strain our already bankruptcy level of debt. Our house is in foreclosure, we do have a cheap rental lined up though. I'm afraid that if I move out, it'll be too easy for me to slowly exit the kids lives. It would probably be me slowly reducing how much time I have them until I rarely have them at all. They don't deserve an absent father. But I despise their mother. She's not a bad mother to the kids, it's just the lying, cheating and manipulation she has done to me. She controls our finances, and gets mad at me every time I've tried to take them over. Pussy doormat me always caves. I make way too much money to be this poor as a Software Engineer.



I often think my death, if I can make it look like an accident, would be best. I'd be free of this pain and misery, wife and kids would get life insurance money, and maybe they'd get a step-dad that can be emotionally present for them instead of this fucked up person they currently have.  I fear the time where the pain overrides the guilt is coming soon and I try for that 'accidental' death. ‰ÛÜ"
People are forgetting about me.,https://www.suicideforum.com/community/threads/people-are-forgetting-about-me.122280/,"I don't want to get into too much detail. But I am crying right now. Over friendships that have changed so much. People who want me out of their lives.



I see them constantly posting happy stuff on Facebook, etc. I can't hold in the pain of feeling forgotten. I post a tiny bit about how I'm feeling, and maybe a link to an article about homelessness (I'm homeless right now). I get hardly any ""likes"".""No one gives a damn.



These two people post food photos or whatever and get tons of messages. I feel so invisible. It hurts so bad.



I feel worthless, they used to like me OK. But not now. And no, I won't cut ties with them. That would hurt even worse. I'm crying as I type and trying not to be too loud since I'm crashing at the apartment of some friends.



Do you ever feel so useless to people? They just stop caring about your pain. It's like, the more I show pain the less they care."
Ignored and triggered,https://www.suicideforum.com/community/threads/ignored-and-triggered.122575/,"I'm having suicidal thoughts right now. I made a thread on here and didn't get any responses, good thing that the thread got deleted. Than to top if off I got ignored by my family tonight and that just topped the cake. My mother talked right over me and yet again I feel like I don't matter to my family. Now I'm thinking I'm being ignored on here as well, I feel like pushing everyone away right now. I'm triggered by being ignored and now I have so many negative and angry thoughts going on through my head. I love who I am as a person and I won't change for anyone....but due to this trigger I'm very depressed, angry and thinking that dying is the way to go right now. Anytime I'm ignored by anyone, it brings back so many horrible memories of when I used to be ignored. Right now I feel like doing something destructive or hurting myself in some way, and I'm fighting with myself so much right now.... and death keeps racing through my mind."
